department,course_id,course_name,credit_hours,course_description
"AFRICAN, AFRICAN-AMERICAN, DIASPORA STUDIES (AAAD)",AAAD490,"Colloquium in African, African American, and Diaspora Studies",3,"This course is designed to give students a broad-ranging, interpretative perspective on-and analytical tools for studying-the migration and settlement of African peoples in various parts of the world, largely over the past several centuries. Based on selected secondary readings, students will study and compare the ways in which people of African descent have created political, cultural, and territorial communities in Africa and beyond the continent, especially in the slave and post-emancipation societies of the Americas."
"AFRICAN, AFRICAN-AMERICAN, DIASPORA STUDIES (AAAD)",AAAD491,"Class, Race, and Inequality in America",3,"Examines the origins of race in America, the relationship of racial oppression to class struggle at key points in American history, the proliferation of versions of the concept of privilege, and approaches to eliminating class and racial privilege."
"AFRICAN, AFRICAN-AMERICAN, DIASPORA STUDIES (AAAD)",AAAD492,Urbanism in the Global South,3,"This course introduces concepts and themes on the development of urbanism in the ""Global South"". Students engage with current debates over urbanism in the Global South, including looking at urban inequalities in contemporary cities. Through the course, students will be able to compare and critically analyze formations of contemporary urbanism in selected cities in the Global South from a comparative perspective."
"AFRICAN, AFRICAN-AMERICAN, DIASPORA STUDIES (AAAD)",AAAD691H,Honors Research I,3,"Permission of the department. Beginning of mentored research on an honors thesis. Required of all candidates for graduation with honors in African, African American, and Diaspora studies."
"AFRICAN, AFRICAN-AMERICAN, DIASPORA STUDIES (AAAD)",AAAD692H,Honors Research II,3,"Permission of the department. Completion of an honors thesis under the direction of a member of the faculty. Required of all candidates for graduation with honors in African, African American, and Diaspora studies."
AMERICAN STUDIES (AMST),AMST51,First-Year Seminar: Navigating America,3,"Analyze American journeys and destinations, focusing on how resources, technology, transportation, and cultural influences have transformed the navigation and documentation of America. Multimedia documentation of personal journey required."
AMERICAN STUDIES (AMST),AMST53,First-Year Seminar: The Family and Social Change in America,3,This course uses changes in the American family over the past century as a way of understanding larger processes of social change. Honors version available.
AMERICAN STUDIES (AMST),AMST54,First-Year Seminar: The Indians' New Worlds: Southeastern Histories from 1200 to 1800,3,This course uses archaeological and historical scholarship to consider the histories of the Southern Indians from the Mississippian period to the end of the 18th century.
AMERICAN STUDIES (AMST),AMST55,First-Year Seminar: Birth and Death in the United States,3,"This course explores birth and death as essential human rites of passage that are invested with significance by changing and diverse American historical, cultural, ethnic, and ethical contexts. Honors version available."
AMERICAN STUDIES (AMST),AMST59,First-Year Seminar: American Indian Art in the 20th Century,3,"This course examines 20th-century American Indian art within the context of critical topics in the field such as sovereignty, colonialism, modernity, modernism, gender, and representation."
AMERICAN STUDIES (AMST),AMST60,"First-Year Seminar: American Indians in History, Law, and Literature",3,"This research seminar provides a grounding in American Indian law, history, and literature. Students will conduct research for presentation on Wikipedia."
AMERICAN STUDIES (AMST),AMST61,First-Year Seminar: Navigating the World through American Eyes,3,"Designed to help prepare students for future study abroad opportunities and travel, service, and work in a global environment, the seminar focuses on critical differences, including transportation and other forms of infrastructure, that impact navigating places, people, and information. Individual competitive global travel proposals will be developed and presented."
AMERICAN STUDIES (AMST),AMST62,"First-Year Seminar: Mobility, Roads, NASCAR, and Southern Culture",3,"This seminar looks at the culture, history, memories, and meanings of mobility for a diverse range of people in southern cultures. In particular, students will read and discuss books and articles by scholars on roads, cars, access, and diverse southern cultures."
AMERICAN STUDIES (AMST),AMST65,First-Year Seminar: North Carolina Black Feminisms,3,"Students will develop their own sense of Black feminist thought and practice through exploring the lives and works of several key Black feminist figures with ties to North Carolina: Harriet Jacobs, Anna Julia Cooper, Pauli Murray, Ella Baker, Nina Simone, Jaki Shelton Green, and Alexis Pauline Gumbs. Students will put these figures in context of Black feminist thought and will do hands-on activities that reflect Black feminist practices including poetry, dance, and painting."
AMERICAN STUDIES (AMST),AMST70,First-Year Seminar: Language in the U.S.A,3,"The linguistic landscape of the United States in historical and contemporary perspective: American English dialects, language maintenance and shift among Native American and immigrant groups, language politics and policy."
AMERICAN STUDIES (AMST),AMST75,First-Year Seminar: Food and the Media,3,"This course examines how food representations establish, reproduce, and also counter cultural and social assumptions about individuals and communities. We will consider the impact of the history of advertising in America on our national food habits and practices, the issue of authenticity in food and its intersection with the American immigrant food experience, the complicated gender politics of resistance baking movements, and the literary voices that shape ideas about American food politics and ethics."
AMERICAN STUDIES (AMST),AMST89,First Year Seminar:  Special Topics,3,Special topics course.  Content will vary each semester. Honors version available.
AMERICAN STUDIES (AMST),AMST101,"This Place Called ""America""",3,"Interdisciplinary examination of two centuries of American culture, focusing on moments of change and transformation."
AMERICAN STUDIES (AMST),AMST102,Myth and History in American Memory,3,"Examines the role of memory in constructing historical meaning and in imagining the boundaries of American cultural communities. Explores popular rituals, artifacts, monuments, and public performances. Previously offered as AMST 384."
AMERICAN STUDIES (AMST),AMST110,Introduction to the Cultures and Histories of Native North America,3,"An interdisciplinary introduction to Native American history and studies. The course uses history, literature, art, and cultural studies to study the Native American experience."
AMERICAN STUDIES (AMST),AMST175,Introduction to Food Studies: From Science to Society,3,"Introduction to food studies covering a variety of topics including how food was consumed over history, land use and aquaculture, food in the arts, food and culture in the American South, food politics, and nutrition science."
AMERICAN STUDIES (AMST),AMST201,Literary Approaches to American Studies,3,A study of interdisciplinary methods and the concept of American Studies with an emphasis on the historical context for literary texts.
AMERICAN STUDIES (AMST),AMST202,Historical Approaches to American Studies,3,A study of interdisciplinary methods and the concept of American studies with an emphasis on historical and cultural analysis.
AMERICAN STUDIES (AMST),AMST203,Approaches to American Indian Studies,3,Introduces students to the disciplines comprising American Indian studies and teaches them how to integrate disciplines for a more complete understanding of the experiences of American Indian peoples.
